모델명,제조사,유종,배기량,변속형식,복합연비,등급,배출량(CO2),자동차유형
BMW 745Le iPerformance,BMW,전기+휘발유,2998,자동8,2.9 / 10,PHEV,63,일반형
Model X Performance,테슬라코리아 유한회사,전기,,없음,3.7,고속(전기),0,다목적형
Model X Long Range,테슬라코리아 유한회사,전기,,없음,3.9,고속(전기),0,다목적형
Model S Performance,테슬라코리아 유한회사,전기,,없음,4.2,고속(전기),0,일반형
A4 40 TFSI,아우디,휘발유,1984,자동7,12.5,3등급,136,일반형
CHEVROLET TRAVERSE AWD,GM,휘발유,3564,자동9,8.3,5등급,211,다목적형
CHEVROLET COLORADO AWD,GM,휘발유,3649,자동8,8.1,5등급,216,일반형
CHEVROLET COLORADO RWD,GM,휘발유,3649,자동8,8.3,5등급,210,일반형
E450 4Matic Coupe,벤츠,휘발유,2996,자동9,9,5등급,195,일반형
그랜드스타렉스 2.5 디젤 3밴 6MT (20MY),현대,경유,2497,수동6,11,4등급,175,밴형
그랜드스타렉스 2.5 디젤 3밴 5AT (20MY),현대,경유,2497,자동5,10,4등급,196,밴형
그랜드스타렉스 2.5 디젤 5밴 5AT (20MY),현대,경유,2497,자동5,10,4등급,196,밴형
그랜드스타렉스 2.5 디젤 5밴 6MT (20MY),현대,경유,2497,수동6,11,4등급,175,밴형
Mercedes-AMG GLC43 4Matic Coupe,벤츠,휘발유,2996,자동9,8.4,5등급,208,다목적형
그랜드스타렉스 2.4LPI 어린이버스 (15인) 5AT,현대,LPG,2359,자동5,5.7,5등급,233,승합
"코나 1.6GDI 하이브리드 (18"" 타이어)",현대,휘발유,1580,자동6,17.4,1등급,92,다목적형
"코나 1.6GDI 하이브리드 (16"" 타이어)",현대,휘발유,1580,자동6,19.3,1등급,82,다목적형
그랜드스타렉스 2.4LPI 어린이보호차 (12인) 5AT,현대,LPG,2359,자동5,5.7,5등급,233,승합
그랜드스타렉스 2.4LPI 웨건 5AT,현대,LPG,2359,자동5,6.1,5등급,218,승합
Bentayga V8,벤틀리,휘발유,3996,자동8,6.9,5등급,250,다목적형
E450 4Matic Cabriolet,벤츠,휘발유,2996,자동9,9,5등급,195,일반형
쏘나타(DN8) 2.0GDI 하이브리드_17인치(빌트인캠),현대,휘발유,1999,자동6,18.8,1등급,85,일반형
쏘나타(DN8) 2.0GDI 하이브리드_16인치(빌트인캠),현대,휘발유,1999,자동6,19.8,1등급,80,일반형
Peugeot 508 SW 2.0 BlueHDi,PSA Automobiles,경유,1997,자동8,13.3,3등급,143,일반형
그랜드스타렉스 2.4LPI 어린이버스(법규대응),현대,LPG,2359,자동4,5.8,5등급,228,승합
그랜드스타렉스 2.4LPI 어린이보호차(법규대응),현대,LPG,2359,자동4,5.8,5등급,228,승합
그랜드스타렉스 2.5디젤 어린이버스(법규대응),현대,경유,2497,자동5,9.2,5등급,213,승합
그랜드스타렉스 2.5디젤 어린이보호차(법규대응),현대,경유,2497,자동5,9.2,5등급,213,승합
그랜드스타렉스 2.5디젤 4WD 어린이버스(법규대응),현대,경유,2497,자동5,8.2,5등급,240,승합
그랜드스타렉스 2.5디젤 4WD 어린이보호차(법규대응),현대,경유,2497,자동5,8.2,5등급,240,승합
Mercedes-AMG S63 4Matic + L,벤츠,휘발유,3982,자동9,7.2,5등급,246,일반형
Mercedes-AMG S63 4Matic + L,벤츠,휘발유,3982,자동9,7.2,5등급,246,일반형
E450 Cabriolet,벤츠,휘발유,2996,자동9,9.1,5등급,192,일반형
"코나 1.6디젤 4WD (18"" 타이어)",현대,경유,1598,자동7,14.6,2등급,129,다목적형
"코나 1.6디젤 4WD (17"" 타이어)",현대,경유,1598,자동7,15.3,2등급,123,다목적형
"코나 1.6디젤 2WD (18"" 타이어)",현대,경유,1598,자동7,16.8,1등급,110,다목적형
"코나 1.6디젤 2WD (17"" 타이어)",현대,경유,1598,자동7,17.3,1등급,107,다목적형
"코나 1.6디젤 2WD (16"" 타이어)",현대,경유,1598,자동7,17.5,1등급,105,다목적형
"셀토스 1.6T-GDI 4WD (18"" 타이어)",기아,휘발유,1591,자동7,10.9,4등급,155,다목적형
"셀토스 1.6T-GDI 4WD (17"" 타이어)",기아,휘발유,1591,자동7,11.1,4등급,153,다목적형
"셀토스 1.6T-GDI 4WD (16"" 타이어)",기아,휘발유,1591,자동7,11.1,4등급,152,다목적형
"셀토스 1.6T-GDI 2WD (18"" 타이어)",기아,휘발유,1591,자동7,11.8,3등급,143,다목적형
"셀토스 1.6T-GDI 2WD (17"" 타이어)",기아,휘발유,1591,자동7,12.2,3등급,137,다목적형
"셀토스 1.6T-GDI 2WD (16"" 타이어)",기아,휘발유,1591,자동7,12.7,3등급,132,다목적형
아반떼 1.6T-GDI (19MY),현대,휘발유,1591,수동6,11.6,3등급,142,일반형
아반떼 1.6T-GDI_7DCT (19MY),현대,휘발유,1591,자동7,12,3등급,138,일반형
K7 2.5 GDI (PE/17”타이어),기아,휘발유,2497,자동8,11.9,3등급,142,일반형
"셀토스 1.6디젤 4WD (16"" 타이어)",기아,경유,1598,자동7,16.1,1등급,116,다목적형
"셀토스 1.6디젤 4WD (18"" 타이어)",기아,경유,1598,자동7,14.8,2등급,127,다목적형
"셀토스 1.6디젤 4WD (17"" 타이어)",기아,경유,1598,자동7,15.3,2등급,122,다목적형
"셀토스 1.6디젤 2WD (17"" 타이어)",기아,경유,1598,자동7,17,1등급,109,다목적형
"셀토스 1.6디젤 2WD (16"" 타이어)",기아,경유,1598,자동7,17.6,1등급,105,다목적형
"셀토스 1.6디젤 2WD (18""타이어)",기아,경유,1598,자동7,16.4,1등급,113,다목적형
아반떼 1.6LPI (15''/16'' 타이어) (19MY),현대,LPG,1591,자동6,10.6,4등급,122,일반형
"K7 2.4하이브리드 (PE/17""타이어)",기아,휘발유,2359,자동6,16.2,1등급,97,일반형
"K7 3.0GDI (PE/18""타이어)",기아,휘발유,2999,자동8,10,4등급,168,일반형
"K7 3.0GDI (PE/19""타이어)",기아,휘발유,2999,자동8,9.8,4등급,170,일반형
"K7 2.2디젤 (PE/19""타이어)",기아,경유,2199,자동8,14.1,2등급,135,일반형
"K7 2.2디젤 (PE/18""타이어)",기아,경유,2199,자동8,14.5,2등급,131,일반형
"K7 2.2디젤 (PE/17""타이어)",기아,경유,2199,자동8,14.6,2등급,130,일반형
K7 2.5 GDI (PE/18”타이어),기아,휘발유,2497,자동8,11.6,3등급,147,일반형
K7 2.5 GDI (PE/19”타이어),기아,휘발유,2497,자동8,11.1,4등급,153,일반형
베뉴 1.6 가솔린 MT (15“타이어),현대,휘발유,1598,수동6,13.6,3등급,122,기타형
베뉴 1.6 가솔린 CVT (17“타이어),현대,휘발유,1598,무단변속,13.3,3등급,125,기타형
베뉴 1.6 가솔린 CVT (15“타이어),현대,휘발유,1598,무단변속,13.7,3등급,121,기타형
"스포티지 2.0MPI (PE/18"",19""타이어) (19)",기아,휘발유,1999,자동6,10.5,4등급,161,다목적형
"K7 3.0 LPI (PE/18""타이어)",기아,LPG,2999,자동6,7.3,5등급,183,일반형
"K7 3.0 LPI (PE/17""타이어)",기아,LPG,2999,자동6,7.6,5등급,175,일반형
베뉴 1.6 가솔린 MT (17“타이어),현대,휘발유,1598,수동6,13.3,3등급,125,기타형
Mercedes-Maybach S650 pullman,벤츠,휘발유,5980,자동7,5.5,5등급,331,일반형
Mercedes-AMG C43 4Matic Cabriolet,벤츠,휘발유,2996,자동9,8.9,5등급,198,일반형
BMW X4 xDrive20d,BMW,경유,1995,자동8,12.2,3등급,156,다목적형
BMW Z4 M40i,BMW,휘발유,2998,자동8,10.2,4등급,168,일반형
Mercedes-AMG E63 4Matic +,벤츠,휘발유,3982,자동9,7.6,5등급,233,일반형
BMW 530d RDE,BMW,경유,2993,자동8,12.6,3등급,151,일반형
BMW M760Li xDrive,BMW,휘발유,6592,자동8,6.4,5등급,277,일반형
BMW X3 xDrive20d,BMW,경유,1995,자동8,11.9,3등급,161,다목적형
BMW 740Li xDrive,BMW,휘발유,2998,자동8,9.4,4등급,184,일반형
BMW 750Li xDrive,BMW,휘발유,4395,자동8,7.7,5등급,226,일반형
BMW X7 xDrive40i,BMW,휘발유,2998,자동8,8.2,5등급,211,다목적형
BMW 730Ld xDrive,BMW,경유,2993,자동8,11.5,4등급,167,일반형
BMW X3 M Competition,BMW,휘발유,2993,자동8,7.1,5등급,247,다목적형
토요타 Prius AWD,토요타,휘발유,1798,무단변속,20.9,1등급,74,일반형
"QM6 2.0 LPLi (19"" Tire)",르노삼성,LPG,1998,무단변속,8.6,5등급,153,다목적형
"QM6 2.0 LPLi (17"" Tire)",르노삼성,LPG,1998,무단변속,8.9,5등급,147,다목적형
"QM6 New 2.0 (19"" Tire)",르노삼성,휘발유,1997,무단변속,11.6,3등급,146,다목적형
"QM6 New 2.0 (17"" Tire)",르노삼성,휘발유,1997,무단변속,12,3등급,140,다목적형
짚 레니게이드 2.4 AWD,크라이슬러,휘발유,2360,자동9,9.2,5등급,188,다목적형
Citroen C3 AirCross 1.5 BlueHDi,PSA Automobiles,경유,1499,자동6,14.1,2등급,134,다목적형
파나메라 GTS (5인승),포르쉐,휘발유,3996,자동8,7.1,5등급,244,일반형
재규어 F-PACE 5.0SC SVR,재규어,휘발유,4999,자동8,7.7,5등급,224,다목적형
파나메라 GTS,포르쉐,휘발유,3996,자동8,7.1,5등급,244,일반형
레인지로버 이보크 D150,랜드로버,경유,1999,자동9,12.5,3등급,153,다목적형
레인지로버 이보크 D180,랜드로버,경유,1999,자동9,11.9,3등급,162,다목적형
ODYSSEY,혼다,휘발유,3471,자동10,9,5등급,187,일반형
렉서스 LC500,토요타,휘발유,4969,자동10,7.7,5등급,226,일반형
레인지로버 이보크 P250,랜드로버,휘발유,1997,자동9,8.9,5등급,192,다목적형
Tiguan 2.0 TDI,폭스바겐,경유,1968,자동7,14.5,2등급,130,다목적형
A6 40 TDI,아우디,경유,1968,자동7,15.8,2등급,119,일반형
티볼리 가솔린 1.5 AT 2WD 기준4 (18인치 타이어),쌍용,휘발유,1497,자동6,11.4,4등급,145,기타형
티볼리 가솔린 1.5 AT AWD 기준4,쌍용,휘발유,1497,자동6,10.2,4등급,164,기타형
티볼리 가솔린 1.5 MT 2WD 기준4,쌍용,휘발유,1497,수동6,12.1,3등급,136,기타형
티볼리 가솔린 1.5 AT 2WD  기준4 (16인치 타이어),쌍용,휘발유,1497,자동6,11.6,3등급,143,기타형
짚 그랜드 체로키,크라이슬러,경유,2987,자동8,9.3,5등급,212,다목적형
쏘나타(DN8) 2.0GDI 하이브리드_17인치타이어,현대,휘발유,1999,자동6,19.1,1등급,83,일반형
쏘나타(DN8) 2.0GDI 하이브리드_16인치타이어,현대,휘발유,1999,자동6,20.1,1등급,79,일반형
Lincoln Nautilus 2.7 AWD,포드,휘발유,2694,자동8,8.7,5등급,195,다목적형
CLS400 d 4Matic,벤츠,경유,2925,자동9,11.7,3등급,165,일반형
BMW 420d Coupe RDE,BMW,경유,1995,자동8,13.7,3등급,139,일반형
BMW 750Li xDrive,BMW,휘발유,4395,자동8,7.7,5등급,226,일반형
토요타 Prius 2WD,토요타,휘발유,1798,무단변속,22.4,1등급,68,일반형
BMW 320d Gran Turismo RDE,BMW,경유,1995,자동8,12.8,3등급,149,일반형
BMW 520d,BMW,경유,1995,자동8,13.4,3등급,142,일반형
티볼리 1.6 디젤 AWD 6AT SCR,쌍용,경유,1597,자동6,13.6,3등급,139,기타형
E450 4Matic,벤츠,휘발유,2996,자동9,9.2,5등급,190,일반형
티볼리 1.6 디젤 2WD 6AT SCR,쌍용,경유,1597,자동6,14.5,2등급,130,기타형
"코나 1.6디젤 4WD (16""타이어)",현대,경유,1598,자동7,15.7,2등급,119,다목적형
BMW X4 M Competition,BMW,휘발유,2993,자동8,7.1,5등급,247,다목적형
BMW 740Ld xDrive,BMW,경유,2993,자동8,11.2,4등급,172,일반형
Maxima,닛산,휘발유,3498,무단변속,9.6,4등급,180,일반형
BMW 320d xDrive Gran Turismo RDE,BMW,경유,1995,자동8,12.1,3등급,158,일반형
BMW 420d xDrive Gran Coupe RDE,BMW,경유,1995,자동8,11.9,3등급,162,일반형
BMW 420d Gran Coupe RDE,BMW,경유,1995,자동8,12.4,3등급,153,일반형
BMW 620d xDrive,BMW,경유,1995,자동8,12.4,3등급,154,일반형
Mercedes-AMG C43 4Matic,벤츠,휘발유,2996,자동9,9.1,5등급,192,일반형
BMW 740d xDrive,BMW,경유,2993,자동8,11.2,4등급,173,일반형
BMW 730d xDrive,BMW,경유,2993,자동8,11.8,3등급,163,일반형
토요타 RAV4 Hybrid AWD,토요타,휘발유,2487,무단변속,15.5,2등급,102,다목적형
토요타 RAV4 Hybrid AWD,토요타,휘발유,2487,무단변속,15.7,2등급,101,다목적형
Mercedes-AMG SLC43,벤츠,휘발유,2996,자동9,9.4,4등급,186,일반형
SLC250 ,벤츠,휘발유,1991,자동9,10.7,4등급,163,일반형
스팅어 2.0T-GDI 2WD_19인치타이어(올시즌),기아,휘발유,1998,자동8,10.3,4등급,166,일반형
스팅어 2.0T-GDI AWD_19인치타이어(올시즌),기아,휘발유,1998,자동8,9.5,4등급,181,일반형
스팅어 3.3T-GDI 2WD_19인치타이어(올시즌),기아,휘발유,3342,자동8,9,5등급,192,일반형
스팅어 3.3T-GDI AWD_19인치타이어(올시즌),기아,휘발유,3342,자동8,8.5,5등급,203,일반형
제인모터스칼마토EV1톤내장탑차,제인모터스,전기,,없음,2.3,고속(전기),0,화물
아이오닉 전기차(PE),현대,전기,,없음,6.3,고속(전기),0,일반형
A220 Hatchback,벤츠,휘발유,1991,자동7,12.3,3등급,140,일반형
Aventador SVJ Roadster,람보르기니,휘발유,6498,자동7,4.4,5등급,405,일반형
Aventador SVJ Coupe,람보르기니,휘발유,6498,자동7,4.5,5등급,398,일반형
Citroen C5 AirCross 1.5 BlueHDi,PSA Automobiles,경유,1499,자동8,14.2,2등급,133,다목적형
Citroen Grand C4 SPACETOURER 1.5 BlueHDi,PSA Automobiles,경유,1499,자동8,14.5,2등급,130,일반형
Maxima,닛산,휘발유,3498,무단변속,9.4,4등급,182,일반형
짚 레니게이드,크라이슬러,경유,1956,자동9,11.8,3등급,164,다목적형
짚 그랜드 체로키,크라이슬러,경유,2987,자동8,9.3,5등급,212,다목적형
짚 레니게이드 2.4,크라이슬러,휘발유,2360,자동9,10,4등급,171,다목적형
A5 Coupe 45 TFSI quattro,아우디,휘발유,1984,자동7,10.3,4등급,166,일반형
A5 Sportback 45 TFSI quattro,아우디,휘발유,1984,자동7,10.1,4등급,169,일반형
코란도 1.6 디젤 6MT 2WD SCR ISG,쌍용,경유,1597,수동6,15.2,2등급,123,다목적형
Urus,람보르기니,휘발유,3996,자동8,6.3,5등급,281,다목적형
Citroen C5 AirCross 2.0 BlueHDi,PSA Automobiles,경유,1997,자동8,12.7,3등급,150,다목적형
BMW X7 M50d,BMW,경유,2993,자동8,9,5등급,217,다목적형
BMW X7 xDrive30d,BMW,경유,2993,자동8,9.5,4등급,206,다목적형
A5 Cabriolet 45 TFSI quattro,아우디,휘발유,1984,자동7,9.7,4등급,177,일반형
K01H,DFSK,휘발유,1240,수동5,10.1,4등급,166,화물
Mercedes-Maybach S650,벤츠,휘발유,5980,자동7,6.3,5등급,286,일반형
Urus,람보르기니,휘발유,3996,자동8,6.3,5등급,281,다목적형
BMW 330i,BMW,휘발유,1998,자동8,11.1,4등급,153,일반형
Altima 2.5,닛산,휘발유,2488,무단변속,12.9,3등급,131,일반형
BMW 330i xDrive,BMW,휘발유,1998,자동8,10.4,4등급,164,일반형
재규어 E-PACE D180,재규어,경유,1999,자동9,12.4,3등급,155,다목적형
Mercedes-AMG S63 4Matic Cabriolet,벤츠,휘발유,3982,자동9,6.7,5등급,267,일반형
Arteon 2.0 TDI,폭스바겐,경유,1968,자동7,15,2등급,125,일반형
BMW Z4 sDrive20i,BMW,휘발유,1998,자동8,10.7,4등급,159,일반형
Mercedes-AMG S63 4Matic Coupe,벤츠,휘발유,3982,자동9,7.1,5등급,251,일반형
쏘나타(DN8) 2.0CVVL_16인치타이어,현대,휘발유,1999,자동6,13.1,3등급,128,일반형
파나메라 4,포르쉐,휘발유,2995,자동8,8.5,5등급,202,일반형
쏘나타(DN8) 2.0CVVL_18인치타이어,현대,휘발유,1999,자동6,13,3등급,129,일반형
파나메라 4 (5인승),포르쉐,휘발유,2995,자동8,8.5,5등급,202,일반형
Peugeot 508 1.5 BlueHDi,PSA Automobiles,경유,1499,자동8,14.6,2등급,129,일반형
파나메라 4 이그제큐티브,포르쉐,휘발유,2995,자동8,8.5,5등급,202,일반형
쏘나타(DN8) 2.0LPI_18인치타이어,현대,LPG,1999,자동6,9.8,4등급,133,일반형
쏘나타(DN8) 2.0LPI_16인치타이어,현대,LPG,1999,자동6,10.3,4등급,126,일반형
A3 40 TFSI,아우디,휘발유,1984,자동7,11.7,3등급,145,일반형
쏘나타(DN8) 2.0CVVL_17인치타이어,현대,휘발유,1999,자동6,13.3,3등급,126,일반형
Citroen Grand C4 SPACETOURER 2.0 BlueHDi,PSA Automobiles,경유,1997,자동8,12.7,3등급,151,일반형
Peugeot 508SW 1.5 BlueHDi,PSA Automobiles,경유,1499,자동8,14.6,2등급,129,일반형
E220 d 4Matic,벤츠,경유,1950,자동9,13.7,3등급,139,일반형
코란도 1.6 디젤 6MT 2WD SCR,쌍용,경유,1597,수동6,14.5,2등급,130,다목적형
코란도 1.6 디젤 6AT 2WD SCR,쌍용,경유,1597,자동6,14.1,2등급,134,다목적형
코란도 1.6 디젤 6AT AWD SCR,쌍용,경유,1597,자동6,13.3,3등급,143,다목적형
렉서스 UX250h AWD,토요타,휘발유,1987,무단변속,15.9,2등급,100,다목적형
BMW M550d xDrive RDE,BMW,경유,2993,자동8,10.6,4등급,183,일반형
렉서스 UX250h 2WD,토요타,휘발유,1987,무단변속,16.7,1등급,95,다목적형
BMW X7 M50d,BMW,경유,2993,자동8,9,5등급,217,다목적형
BMW X2 xDrive18d,BMW,경유,1995,자동8,13.6,3등급,140,다목적형
재규어 XF 20d AWD,재규어,경유,1999,자동8,12.4,3등급,155,일반형
Q7 45 TFSI quattro,아우디,휘발유,1984,자동8,8.6,5등급,201,다목적형
Q7 45 TFSI quattro,아우디,휘발유,1984,자동8,8.6,5등급,201,다목적형
C220 d 4Matic Coupe,벤츠,경유,1950,자동9,14.2,2등급,134,일반형
재규어 XF 20d,재규어,경유,1999,자동8,12.7,3등급,151,일반형
BMW 320d xDrive,BMW,경유,1995,자동8,13.5,3등급,141,일반형
BMW i3 120Ah,BMW,전기,,없음,5.6,고속(전기),0,일반형
재규어 XE 20d,재규어,경유,1999,자동8,13.1,3등급,146,일반형
BMW 320d,BMW,경유,1995,자동8,14.3,2등급,132,일반형
재규어 I-PACE EV400,재규어,전기,,없음,3.5,고속(전기),0,다목적형
BMW X7 xDrive30d,BMW,경유,2993,자동8,9.5,4등급,206,다목적형
레인지로버 5.0SC SV Autobiography,랜드로버,휘발유,4999,자동8,6.5,5등급,263,다목적형
레인지로버 SDV8,랜드로버,경유,4367,자동8,7.6,5등급,262,다목적형
레인지로버 SDV8,랜드로버,경유,4367,자동8,7.6,5등급,262,다목적형
"쏘울 전기차(기본형, 64kWh)",기아,전기,,없음,5.4,고속(전기),0,일반형
아이오닉 1.6GDI 플러그인하이브리드 개조차_6DCT,현대,전기+휘발유,1580,자동6,5.5 / 20.5,PHEV,17,일반형
Rolls-Royce Cullinan,롤스로이스,휘발유,6749,자동8,5.6,5등급,319,일반형
재규어 F-PACE 20d AWD,재규어,경유,1999,자동8,11.5,4등급,168,다목적형
레인지로버 벨라 D300,랜드로버,경유,2993,자동8,10.8,4등급,179,다목적형
디스커버리 SD4,랜드로버,경유,1999,자동8,8.9,5등급,220,다목적형
재규어 F-TYPE SVR,재규어,휘발유,5000,자동8,8,5등급,217,일반형
레인지로버 벨라 D240,랜드로버,경유,1999,자동8,11,4등급,176,다목적형
INFINITI QX60 2WD,닛산,휘발유,3498,무단변속,8.9,5등급,193,다목적형
INFINITI QX60 AWD,닛산,휘발유,3498,무단변속,8.7,5등급,200,다목적형
"쏘울 전기차 (도심형, 39.2kWh)",기아,전기,,없음,5.6,고속(전기),0,일반형
Citroen C4 Cactus 1.5 BlueHDi,PSA Automobiles,경유,1499,자동6,15.5,2등급,121,일반형
재규어 F-TYPE SVR,재규어,휘발유,5000,자동8,8,5등급,217,일반형
짚 그랜드 체로키,크라이슬러,휘발유,3604,자동8,7.9,5등급,223,다목적형
레인지로버 이보크 TD4,랜드로버,경유,1999,자동9,12.6,3등급,152,다목적형
캐딜락 CT6 2.0T,GM,휘발유,1998,자동10,11,4등급,156,일반형
캐딜락 CT6 3.6,GM,휘발유,3649,자동10,8.7,5등급,201,일반형
짚 체로키 2.2,크라이슬러,경유,2184,자동9,11.1,4등급,175,다목적형
디스커버리 SD6,랜드로버,경유,2993,자동8,9.7,4등급,201,다목적형
Altima 2.0,닛산,휘발유,1997,무단변속,12.2,3등급,139,일반형
BMW i8 LCI,BMW,전기+휘발유,1499,자동6,3.2 / 12.7,PHEV,55,일반형
레인지로버 스포츠 SDV6,랜드로버,경유,2993,자동8,9.3,5등급,210,다목적형
토요타 RAV4 2WD,토요타,휘발유,2487,자동8,11.4,4등급,145,다목적형
C220 d ,벤츠,경유,1950,자동9,14.4,2등급,131,일반형
Altima 2.5,닛산,휘발유,2488,무단변속,12.8,3등급,132,일반형
BMW X5 xDrive30d,BMW,경유,2993,자동8,10,4등급,195,다목적형
E220 d ,벤츠,경유,1950,자동9,14.2,2등급,134,일반형
토요타 Camry Hybrid LE,토요타,휘발유,2487,무단변속,17.5,1등급,92,일반형
레인지로버 이보크 2.0D,랜드로버,경유,1999,자동9,12.3,3등급,156,다목적형
디스커버리 스포츠 TD4 150PS,랜드로버,경유,1999,자동9,11.3,4등급,172,다목적형
